"Id_accident";"Lettre Conventionnelle Véhicule";"Année";"Lieu Admin Actuel - Territoire Nom";"Type Accident - Libellé (old)";"CNIT";"Catégorie véhicule";"Age véhicule"
"77 189";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"77 190";"A";"2021";"Métropole";"Accident grave non mortel";"MFD52G2S7651";"VT";"12"
"77 190";"B";"2021";"Métropole";"Accident grave non mortel";"M10NFNVP000Z186";"VT";"4"
"77 191";"A";"2021";"Métropole";"Accident Léger";"M10VWGVP000C073";"VT";"11"
"77 192";"A";"2021";"Métropole";"Accident grave non mortel";"M10NSSVP006L137";"VT";"8"
"77 192";"B";"2021";"Métropole";"Accident grave non mortel";"L3EKTMM1000R219";"Moto lourde";"1"
"77 193";"A";"2021";"Métropole";"Accident grave non mortel";"MPE5512V1477";"VT";"12"
"77 193";"B";"2021";"Métropole";"Accident grave non mortel";"MCT5306N2668";"VT";"17"
"77 193";"C";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP056X191";"VT";"3"
"77 194";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP0137591";"VT";"9"
"77 194";"B";"2021";"Métropole";"Accident grave non mortel";"M10RENVP017X746";"VT";"8"
"77 195";"A";"2021";"Métropole";"Accident grave non mortel";"L3EAPRM2000C055";"Moto lourde";"5"
"77 195";"B";"2021";"Métropole";"Accident grave non mortel";"M10RENVP0015188";"VT";"11"
"77 196";"A";"2021";"Métropole";"Accident grave non mortel";"LKW14K30W090";"Moto lourde";"16"
"77 197";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"Moto lourde";"N/A"
"77 198";"A";"2021";"Métropole";"Accident grave non mortel";"L3EHDAM20006459";"Moto lourde";"1"
"77 199";"A";"2021";"DOM";"Accident grave non mortel";"M10SKDVP0029449";"VT";"9"
"77 200";"A";"2021";"Autres OM";"Accident mortel";"N/A";"VT";"2"
"77 201";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP000P877";"VT";"11"
"77 203";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VU";"N/A"
"77 204";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"12"
"77 205";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"12"
"77 206";"A";"2021";"Métropole";"Accident Léger";"M10BMWVP040J222";"VT";"4"
"77 206";"B";"2021";"Métropole";"Accident Léger";"M10CTRVP0008673";"VT";"10"
"77 207";"A";"2021";"Métropole";"Accident grave non mortel";"MAU76C2GB525";"VT";"16"
"77 208";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"Moto légère";"N/A"
"77 208";"B";"2021";"Métropole";"Accident grave non mortel";"N/A";"Autres";"N/A"
"77 209";"A";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP036Z856";"VT";"5"
"77 209";"B";"2021";"Métropole";"Accident grave non mortel";"MCT5002PY980";"VT";"11"
"77 210";"A";"2021";"Métropole";"Accident grave non mortel";"M10FRDVP000M046";"VT";"11"
"77 210";"B";"2021";"Métropole";"Accident grave non mortel";"L3EKWAM2000C249";"Moto lourde";"5"
"77 210";"C";"2021";"Métropole";"Accident grave non mortel";"M10RENVP000M134";"VT";"11"
"77 210";"D";"2021";"Métropole";"Accident grave non mortel";"MJT6422B9630";"VT";"19"
"77 210";"E";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP045J831";"VT";"5"
"77 211";"A";"2021";"Métropole";"Accident grave non mortel";"M10FATVP0832052";"VT";"5"
"77 211";"B";"2021";"Métropole";"Accident grave non mortel";"MMB77C2AU350";"VT";"20"
"77 212";"A";"2021";"Métropole";"Accident grave non mortel";"M10BMWVP0007700";"VT";"11"
"77 212";"B";"2021";"Métropole";"Accident grave non mortel";"MRE5002EC699";"VT";"21"
"77 212";"C";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP0001046";"VT";"10"
"77 212";"D";"2021";"Métropole";"Accident grave non mortel";"MRE5406HP503";"VT";"20"
"77 213";"A";"2021";"Métropole";"Accident grave non mortel";"MJN1216UM949";"VT";"15"
"77 213";"B";"2021";"Métropole";"Accident grave non mortel";"N/A";"Autres";"26"
"77 213";"C";"2021";"Métropole";"Accident grave non mortel";"M10RENVP0033863";"VT";"9"
"77 215";"A";"2021";"Métropole";"Accident Léger";"LMP22E20Q024";"Moto légère";"19"
"77 215";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"77 216";"A";"2021";"Métropole";"Accident Léger";"N10RENCT533H344";"VU";"3"
"77 216";"B";"2021";"Métropole";"Accident Léger";"L1ERJUCL000X090";"Cyclo";"0"
"77 217";"A";"2021";"Métropole";"Accident grave non mortel";"M10FRDVP025G342";"VT";"7"
"77 217";"B";"2021";"Métropole";"Accident grave non mortel";"M10CPFVP000P307";"VT";"4"
"77 217";"D";"2021";"Métropole";"Accident grave non mortel";"M10RENUPB83J839";"VT";"1"
"77 219";"A";"2021";"Métropole";"Accident grave non mortel";"M10MCWVPNM4J167";"VT";"0"
"77 219";"B";"2021";"Métropole";"Accident grave non mortel";"MVW51J2CFB80";"VT";"13"
"77 220";"A";"2021";"Métropole";"Accident Léger";"L3ESUZM2000F210";"Moto lourde";"8"
"77 221";"A";"2021";"Métropole";"Accident grave non mortel";"M10PELVP007S367";"VT";"10"
"77 221";"B";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"25"
"77 222";"A";"2021";"Métropole";"Accident Léger";"MAL5801N9647";"VT";"13"
"77 223";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"Autres";"13"
"77 224";"A";"2021";"Métropole";"Accident grave non mortel";"MRE5002EK998";"VT";"18"
"77 224";"B";"2021";"Métropole";"Accident grave non mortel";"M10CTRVP000W395";"VT";"10"
"77 225";"A";"2021";"Métropole";"Accident mortel";"MMB3891MJ860";"VT";"20"
"77 226";"A";"2021";"Métropole";"Accident grave non mortel";"MPE1001BK570";"VT";"20"
"77 227";"A";"2021";"Métropole";"Accident Léger";"MJT1001RX952";"VT";"21"
"77 227";"B";"2021";"Métropole";"Accident Léger";"L1ERJUCL000X090";"Cyclo";"0"
"77 228";"A";"2021";"Métropole";"Accident grave non mortel";"LKW1AM407213";"Moto lourde";"13"
"77 229";"A";"2021";"Métropole";"Accident Léger";"MPE5512PK006";"VT";"14"
"77 229";"B";"2021";"Métropole";"Accident Léger";"M10PGTVP076T458";"VT";"1"
"77 230";"A";"2021";"Métropole";"Accident grave non mortel";"M10CTRVP0071756";"VT";"6"
"77 230";"B";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP011T548";"VT";"7"
"77 230";"C";"2021";"Métropole";"Accident grave non mortel";"M10RENVP522V627";"VT";"3"
"77 230";"D";"2021";"Métropole";"Accident grave non mortel";"M10AUDVP0064606";"VT";"8"
"77 230";"E";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP001S097";"VT";"9"
"77 231";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"Cyclo";"1"
"77 232";"A";"2021";"Métropole";"Accident Léger";"M10CPFVP0009424";"VT";"1"
"77 232";"B";"2021";"Métropole";"Accident Léger";"M10PELVP601N871";"VT";"2"
"77 233";"A";"2021";"Métropole";"Accident grave non mortel";"M10CTRVP0002085";"VT";"11"
"77 233";"B";"2021";"Métropole";"Accident grave non mortel";"M10RENVP000J166";"VT";"10"
"77 234";"A";"2021";"Métropole";"Accident Léger";"MFD52E2SA002";"VT";"15"
"77 235";"A";"2021";"Métropole";"Accident grave non mortel";"JH2SD06B1JK1022";"Moto lourde";"3"
"77 235";"B";"2021";"Métropole";"Accident grave non mortel";"M10HMCVP000W509";"VT";"10"
"77 236";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"Autres";"N/A"
"77 237";"Z";"2021";"Métropole";"Accident Léger";"N/A";"Moto légère";"0"
"77 238";"A";"2021";"Métropole";"Accident Léger";"LJS1AM40K135";"Moto lourde";"18"
"77 240";"A";"2021";"Métropole";"Accident Léger";"L1EPGGCL000T141";"Cyclo";"9"
"77 241";"A";"2021";"Métropole";"Accident Léger";"L3EKWAM2000G156";"Moto lourde";"7"
"77 241";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"13"
"77 242";"A";"2021";"Métropole";"Accident Léger";"M10PGTVP028R662";"VT";"5"
"77 243";"A";"2021";"Métropole";"Accident Léger";"MVW85J432Y24";"VT";"12"
"77 243";"B";"2021";"Métropole";"Accident Léger";"MVW53E4WTB01";"VT";"13"
"77 244";"A";"2021";"Métropole";"Accident Léger";"L3EHNDML000Z905";"Moto légère";"0"
"77 244";"B";"2021";"Métropole";"Accident Léger";"N10RENCT533E341";"VU";"4"
"77 245";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"6"
"77 246";"A";"2021";"Métropole";"Accident Léger";"MRE5212AL921";"VT";"15"
"77 246";"B";"2021";"Métropole";"Accident Léger";"M10PGTVP072D022";"VT";"2"
"77 247";"A";"2021";"Métropole";"Accident grave non mortel";"MSK5722CC474";"VT";"14"
"77 247";"B";"2021";"Métropole";"Accident grave non mortel";"LJS92E20K377";"Moto légère";"12"
"77 248";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"18"
"77 248";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"4"
"77 249";"A";"2021";"Métropole";"Accident Léger";" M10FATVP173W11";"VT";"1"
"77 249";"B";"2021";"Métropole";"Accident Léger";"L1EGVCCL000T103";"Cyclo";"2"
"77 250";"A";"2021";"Métropole";"Accident Léger";" VGAH3AAAA00004";"Cyclo";"5"
"77 250";"B";"2021";"Métropole";"Accident Léger";"SJNFCAF15U63815";"VT";"7"
"77 251";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"77 251";"B";"2021";"Métropole";"Accident Léger";"M10SKDVP005V917";"VT";"5"
"77 252";"A";"2021";"Métropole";"Accident Léger";"L1EYAMCL0008438";"Cyclo";"6"
"77 252";"B";"2021";"Métropole";"Accident Léger";"M10HMCVP002T443";"VT";"2"
"77 253";"A";"2021";"Métropole";"Accident Léger";"M10SMTVP000S053";"VT";"9"
"77 253";"B";"2021";"Métropole";"Accident Léger";"L3ERYEM1000N018";"Moto lourde";"1"
"77 254";"A";"2021";"Métropole";"Accident Léger";" L3EYAMML000U79";"Moto légère";"4"
"77 254";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"1"
"77 255";"A";"2021";"Métropole";"Accident Léger";"L3ESYMML000L472";"Moto légère";"0"
"77 255";"B";"2021";"Métropole";"Accident Léger";"M10HNDVP000B946";"VT";"2"
"77 256";"A";"2021";"Métropole";"Accident Léger";"LBM1AN40X169";"Moto lourde";"16"
"77 257";"B";"2021";"Métropole";"Accident Léger";"M10BMWVP003L905";"VT";"9"
"77 258";"A";"2021";"Métropole";"Accident Léger";"M10SKDVP0238851";"VT";"1"
"77 258";"B";"2021";"Métropole";"Accident Léger";"M10JT0VP014T883";"VT";"7"
"77 259";"A";"2021";"Métropole";"Accident Léger";"M10CTRVP0433370";"VT";"4"
"77 259";"B";"2021";"Métropole";"Accident Léger";"M10RENVP161L723";"VT";"8"
"77 260";"A";"2021";"Métropole";"Accident Léger";"N/A";"Cyclo";"1"
"77 261";"A";"2021";"Métropole";"Accident Léger";"N/A";"Moto lourde";"11"
"77 262";"A";"2021";"Métropole";"Accident Léger";"MJT5152RX280";"VT";"15"
"77 262";"B";"2021";"Métropole";"Accident Léger";"L3EKWAM20001299";"Moto lourde";"2"
"77 263";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"15"
"77 263";"B";"2021";"Métropole";"Accident Léger";"N10RENVP5339921";"VT";"8"
"77 263";"C";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"77 264";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"20"
"77 264";"B";"2021";"Métropole";"Accident Léger";"N/A";"PL";"3"
"77 265";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"77 266";"A";"2021";"Métropole";"Accident Léger";"LJH19M409075";"Moto lourde";"18"
"77 266";"B";"2021";"Métropole";"Accident Léger";"M10PGTVP001C056";"VT";"10"
"77 267";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"1"
"77 267";"B";"2021";"Métropole";"Accident Léger";"N/A";"Moto lourde";"N/A"
"77 269";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"17"
"77 269";"B";"2021";"Métropole";"Accident grave non mortel";"N/A";"Moto lourde";"25"
"77 270";"A";"2021";"Métropole";"Accident grave non mortel";"L1ESYMCL000T272";"Cyclo";"5"
"77 270";"Z";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"N/A"
"77 271";"A";"2021";"Métropole";"Accident mortel";"M10MCWVPFZ18190";"VT";"0"
"77 271";"B";"2021";"Métropole";"Accident mortel";"M10DACVP001X367";"VT";"2"
"77 272";"Z";"2021";"Métropole";"Accident Léger";"N/A";"Indéterminable";"N/A"
"77 273";"A";"2021";"Métropole";"Accident Léger";"M10JAGVP000V065";"VT";"9"
"77 273";"B";"2021";"Métropole";"Accident Léger";"LJS19L40J268";"Moto lourde";"12"
"77 274";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"17"
"77 274";"B";"2021";"Métropole";"Accident Léger";"M10RENVP002R392";"VT";"10"
"77 275";"A";"2021";"Métropole";"Accident Léger";"M10NSSVP000R634";"VT";"9"
"77 277";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"34"
"77 278";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"15"
"77 278";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"0"
"77 279";"A";"2021";"Métropole";"Accident Léger";"MDD5002B4008";"VT";"13"
"77 279";"B";"2021";"Métropole";"Accident Léger";"M10FRDVP0583490";"VT";"6"
"77 280";"A";"2021";"Métropole";"Accident Léger";"N/A";"Autres";"N/A"
"77 282";"A";"2021";"Métropole";"Accident Léger";"M10PGTVP0018440";"VT";"10"
"77 282";"B";"2021";"Métropole";"Accident Léger";"M10PSCVP001P461";"VT";"1"
"77 283";"A";"2021";"Métropole";"Accident Léger";"MCT5005Q9923";"VT";"15"
"77 283";"B";"2021";"Métropole";"Accident Léger";"MPL51B2FX632";"VT";"15"
"77 284";"A";"2021";"Métropole";"Accident grave non mortel";"M10AUDVP021C865";"VT";"4"
"77 286";"A";"2021";"Métropole";"Accident Léger";"MPL52E1F4382";"VT";"14"
"77 287";"A";"2021";"Métropole";"Accident Léger";"MAU5382G9940";"VT";"19"
"77 288";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"Moto lourde";"27"
"77 288";"B";"2021";"Métropole";"Accident grave non mortel";"M10SKDVP023X707";"VT";"1"
"77 289";"A";"2021";"Métropole";"Accident grave non mortel";"MJT5572EP691";"VT";"13"
"77 290";"A";"2021";"Métropole";"Accident Léger";"MPE1102KG642";"VT";"17"
"77 291";"A";"2021";"Métropole";"Accident Léger";"M10CTRVP016X998";"VT";"6"
"77 291";"B";"2021";"Métropole";"Accident Léger";"L1EPGGCL000A898";"Cyclo";"1"
"77 292";"A";"2021";"Métropole";"Accident Léger";"M10AUDVP008J970";"VT";"6"
"77 293";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"Autres";"0"
"77 294";"A";"2021";"Métropole";"Accident Léger";"M10CTRVP000D933";"VT";"9"
"77 295";"A";"2021";"Métropole";"Accident Léger";"L1EPGTCL071L836";"Cyclo";"1"
"77 295";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"0"
"77 296";"A";"2021";"Métropole";"Accident Léger";"M10MCZVPPK37893";"VT";"2"
"77 296";"B";"2021";"Métropole";"Accident Léger";"L3ESYMML0002320";"Moto légère";"4"
"77 297";"A";"2021";"Métropole";"Accident Léger";"MPE5502MZ995";"VT";"16"
"77 297";"B";"2021";"Métropole";"Accident Léger";"N/A";"TC";"N/A"
"77 298";"A";"2021";"Métropole";"Accident Léger";"MPE5202K2545";"VT";"18"
"77 298";"B";"2021";"Métropole";"Accident Léger";"M30ARZTC711P305";"TC";"2"
"77 300";"A";"2021";"Métropole";"Accident Léger";"MRE1001FK465";"VT";"22"
"77 300";"B";"2021";"Métropole";"Accident Léger";"MVW51E2CME98";"VT";"14"
"77 301";"A";"2021";"Métropole";"Accident Léger";"LMP21C102077";"Cyclo";"14"
"77 301";"B";"2021";"Métropole";"Accident Léger";"MPE1102KG642";"VT";"16"
"77 302";"A";"2021";"Métropole";"Accident Léger";"L5EGLRTM000B088";"Moto lourde";"6"
"77 303";"A";"2021";"Métropole";"Accident Léger";"MCT1102P3962";"VT";"12"
"77 303";"B";"2021";"Métropole";"Accident Léger";"N/A";"Autres";"N/A"
"77 304";"A";"2021";"Métropole";"Accident Léger";"MPE5202MV730";"VT";"18"
"77 305";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"17"
"77 305";"B";"2021";"Métropole";"Accident Léger";"M10CTRVP008H699";"VT";"7"
"77 306";"A";"2021";"Métropole";"Accident Léger";"MBM5644NW993";"VT";"13"
"77 306";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"77 307";"A";"2021";"DOM";"Accident Léger";"LPB21C10K261";"Cyclo";"3"
"77 307";"B";"2021";"DOM";"Accident Léger";"M1GMCDVPCJ3P057";"VT";"6"
"77 308";"A";"2021";"DOM";"Accident Léger";"M10CTRVP050D955";"VT";"4"
"77 309";"A";"2021";"DOM";"Accident Léger";"N/A";"Moto légère";"N/A"
"77 309";"B";"2021";"DOM";"Accident Léger";"MCT5002PY980";"VT";"14"
"77 310";"A";"2021";"DOM";"Accident grave non mortel";"M10PGTVP076N513";"VT";"1"
"77 310";"B";"2021";"DOM";"Accident grave non mortel";"L3EHNDM20001793";"Moto lourde";"3"
"77 311";"A";"2021";"DOM";"Accident Léger";"N10RENCT450J270";"VU";"5"
"77 312";"A";"2021";"Autres OM";"Accident grave non mortel";"N/A";"VT";"7"
"77 313";"A";"2021";"Métropole";"Accident Léger";"M10RENVP000T008";"VT";"11"
"77 314";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"5"
"77 314";"B";"2021";"Métropole";"Accident Léger";"MRE1332E9129";"VT";"12"
"77 315";"A";"2021";"Métropole";"Accident Léger";"M10RENVP462R622";"VT";"5"
"77 316";"A";"2021";"Métropole";"Accident Léger";"VF1BZ0A05436848";"VT";"10"
"77 317";"A";"2021";"Métropole";"Accident Léger";"M10PGTVP077T706";"VT";"4"
"77 317";"B";"2021";"Métropole";"Accident Léger";"M10PGTVP000D216";"VT";"9"
"77 318";"A";"2021";"Métropole";"Accident Léger";"MRE1001FD458";"VT";"22"
"77 318";"B";"2021";"Métropole";"Accident Léger";"M10FRDVP2424670";"VT";"3"
"77 319";"A";"2021";"Métropole";"Accident grave non mortel";"M10VWGVPG19G612";"VT";"6"
"77 319";"B";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"17"
"77 319";"C";"2021";"Métropole";"Accident grave non mortel";"MRE1102EV975";"VT";"19"
"77 319";"D";"2021";"Métropole";"Accident grave non mortel";"M10CTRVP042W267";"VT";"5"
"77 319";"E";"2021";"Métropole";"Accident grave non mortel";"MVW51J2CFB80";"VT";"11"
"77 319";"F";"2021";"Métropole";"Accident grave non mortel";"N10RENCT594E959";"VU";"1"
"77 319";"G";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"12"
"77 319";"H";"2021";"Métropole";"Accident grave non mortel";"MCT5002PY980";"VT";"15"
"77 319";"I";"2021";"Métropole";"Accident grave non mortel";"M10MTSVP004L624";"VT";"1"
"77 319";"J";"2021";"Métropole";"Accident grave non mortel";"N/A";"Autres";"N/A"
"77 319";"K";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP000W817";"VT";"9"
"77 319";"L";"2021";"Métropole";"Accident grave non mortel";"M10RENVPA513696";"VT";"1"
"77 320";"A";"2021";"Métropole";"Accident grave non mortel";"LJS14L30C269";"Moto lourde";"14"
"77 320";"B";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP007G866";"VT";"8"
"77 322";"A";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP076M803";"VT";"1"
"77 322";"B";"2021";"Métropole";"Accident grave non mortel";"L3EKTMM20005233";"Moto lourde";"3"
"77 323";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP000M134";"VT";"11"
"77 324";"A";"2021";"Métropole";"Accident grave non mortel";"M10CTRVP0436955";"VT";"3"
"77 325";"A";"2021";"Métropole";"Accident Léger";"M10CHEVP000C303";"VT";"8"
"77 325";"B";"2021";"Métropole";"Accident Léger";"N10CTRCT039T519";"VU";"4"
"77 326";"A";"2021";"Métropole";"Accident grave non mortel";"LJS16M40T403";"Moto lourde";"11"
"77 327";"A";"2021";"Métropole";"Accident grave non mortel";"LYM1AM40G301";"Moto lourde";"14"
"77 327";"B";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP0480227";"VT";"3"
"77 328";"A";"2021";"Métropole";"Accident mortel";"M10RENVP001U177";"VT";"10"
"77 329";"B";"2021";"Métropole";"Accident grave non mortel";"MMB93T4PT678";"VT";"13"
"77 330";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVPA48P712";"VT";"1"
"77 330";"B";"2021";"Métropole";"Accident grave non mortel";"M10RENVP377A532";"VT";"7"
"77 331";"A";"2021";"Métropole";"Accident mortel";"M10PGTVP048R290";"VT";"4"
"77 331";"B";"2021";"Métropole";"Accident mortel";"M10AUDVP011X181";"VT";"5"
"77 332";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"20"
"77 333";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"12"
"77 333";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"4"
"77 333";"C";"2021";"Métropole";"Accident Léger";"N/A";"VT";"13"
"77 333";"D";"2021";"Métropole";"Accident Léger";"N/A";"VT";"0"
"77 333";"E";"2021";"Métropole";"Accident Léger";"N/A";"VT";"0"
"77 333";"F";"2021";"Métropole";"Accident Léger";"N/A";"VT";"16"
"77 334";"A";"2021";"Métropole";"Accident Léger";"L1ERJUCL000H074";"Cyclo";"2"
"77 334";"B";"2021";"Métropole";"Accident Léger";"L3EHNDML000A880";"Moto légère";"0"
"77 335";"A";"2021";"Métropole";"Accident mortel";"N/A";"VT";"14"
"77 336";"A";"2021";"Métropole";"Accident mortel";"MCT5302GT638";"VT";"19"
"77 336";"B";"2021";"Métropole";"Accident mortel";"M10PELVP4462811";"VT";"3"
"77 337";"A";"2021";"Métropole";"Accident Léger";"N/A";"Moto lourde";"23"
"77 338";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"PL";"10"
"77 338";"B";"2021";"Métropole";"Accident grave non mortel";"MAU57A2FU451";"VT";"18"
"77 340";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"Moto lourde";"20"
"77 341";"A";"2021";"Métropole";"Accident grave non mortel";"T30PLATA0004655";"Autres";"2"
"77 342";"A";"2021";"Métropole";"Accident grave non mortel";"M10DACVP0006984";"VT";"4"
"77 342";"B";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP082H440";"VT";"1"
"77 343";"A";"2021";"Métropole";"Accident Léger";"MBM001AD5097";"VT";"24"
"77 343";"B";"2021";"Métropole";"Accident Léger";"M10BMWVP004K357";"VT";"9"
"77 343";"C";"2021";"Métropole";"Accident Léger";"M10RENVP401N801";"VT";"6"
"77 344";"A";"2021";"Métropole";"Accident grave non mortel";"MCT5001RV977";"VT";"13"
"77 345";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"17"
"77 345";"B";"2021";"Métropole";"Accident Léger";"N30KKATR422F275";"PL";"5"
"77 347";"A";"2021";"Métropole";"Accident Léger";"M10PGTVP099A768";"VT";"0"
"77 347";"B";"2021";"Métropole";"Accident Léger";"MPL54D6M9976";"VT";"14"
"77 348";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"Autres";"N/A"
"77 348";"B";"2021";"Métropole";"Accident grave non mortel";"M10NSSVP0201527";"VT";"6"
"77 349";"A";"2021";"Métropole";"Accident grave non mortel";"34FPA1CC243E";"PL";"13"
"77 350";"A";"2021";"Métropole";"Accident Léger";"MSE5531GL204";"VT";"17"
"77 351";"A";"2021";"Métropole";"Accident grave non mortel";"MVW004AK6146";"VT";"23"
"77 351";"B";"2021";"Métropole";"Accident grave non mortel";"LBT11C104026";"Cyclo";"14"
"77 352";"A";"2021";"Métropole";"Accident grave non mortel";"L3EYAMM1000J931";"Moto lourde";"1"
"77 353";"A";"2021";"Métropole";"Accident grave non mortel";"L1EDRBCL000A031";"Cyclo";"4"
"77 353";"B";"2021";"Métropole";"Accident grave non mortel";"MRE5012E8572";"VT";"16"
"77 354";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"14"
"77 354";"B";"2021";"Métropole";"Accident grave non mortel";"L3EYAMM1000R807";"Moto lourde";"2"
"77 355";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP377N545";"VT";"6"
"77 356";"A";"2021";"Métropole";"Accident grave non mortel";"LJH16L40J017";"Moto lourde";"19"
"77 357";"A";"2021";"Métropole";"Accident grave non mortel";"L1EDRBCL000T050";"Cyclo";"8"
"77 358";"A";"2021";"Métropole";"Accident Léger";"PML1042FV625";"VT";"21"
"77 358";"B";"2021";"Métropole";"Accident Léger";"WF0DXXGAKDG0684";"VT";"0"
"77 359";"A";"2021";"Métropole";"Accident Léger";"MMB77G2AUM84";"VT";"12"
"77 359";"B";"2021";"Métropole";"Accident Léger";"MJH1602EF484";"VT";"15"
"77 360";"A";"2021";"Métropole";"Accident Léger";"M10RENVPA518737";"VT";"1"
"77 360";"B";"2021";"Métropole";"Accident Léger";"M10DACVP000D700";"VT";"5"
"77 361";"A";"2021";"Métropole";"Accident grave non mortel";"M10PELVP002Z961";"VT";"10"
"77 362";"A";"2021";"Métropole";"Accident mortel";"N/A";"Moto lourde";"1"
"77 362";"B";"2021";"Métropole";"Accident mortel";"N/A";"VT";"15"
"77 363";"A";"2021";"Métropole";"Accident Léger";"L3ESUZM2000S550";"Moto lourde";"4"
"77 363";"B";"2021";"Métropole";"Accident Léger";"MVV9514U6693";"VT";"13"
"77 363";"C";"2021";"Métropole";"Accident Léger";"M10DACVP000C153";"VT";"9"
"77 364";"A";"2021";"Métropole";"Accident Léger";"L1EB38CL000B061";"Cyclo";"0"
"77 365";"A";"2021";"Métropole";"Accident Léger";"MPE5302M6828";"VT";"17"
"77 365";"B";"2021";"Métropole";"Accident Léger";"L1EYAMCL0008474";"Cyclo";"4"
"77 367";"A";"2021";"Métropole";"Accident Léger";"N/A";"TC";"15"
"77 368";"A";"2021";"Métropole";"Accident Léger";"MMB37B2AZ748";"VT";"19"
"77 369";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"77 370";"A";"2021";"Métropole";"Accident grave non mortel";"MPL5386RM586";"VT";"17"
"77 372";"A";"2021";"Métropole";"Accident Léger";"LYM25K40K214";"Moto lourde";"15"
"77 372";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"77 373";"A";"2021";"Métropole";"Accident Léger";"L3ERJUML0007078";"Moto légère";"2"
"77 373";"B";"2021";"Métropole";"Accident Léger";"L1ESYMCL000T527";"Cyclo";"0"
"77 374";"A";"2021";"Métropole";"Accident Léger";"MRE1422AB065";"VT";"15"
"77 374";"B";"2021";"Métropole";"Accident Léger";"M10MAZVP001P362";"VT";"1"
"77 375";"A";"2021";"Métropole";"Accident Léger";"LPB21C10R268";"Cyclo";"10"
"77 375";"B";"2021";"Métropole";"Accident Léger";"N10RENCT330Z371";"VU";"7"
"77 376";"A";"2021";"Métropole";"Accident Léger";"M10RENVP002J359";"VT";"9"
