"Id_accident";"Lettre Conventionnelle Véhicule";"Année";"Lieu Admin Actuel - Territoire Nom";"Type Accident - Libellé (old)";"CNIT";"Catégorie véhicule";"Age véhicule"
"58 720";"A";"2021";"Métropole";"Accident grave non mortel";"MJT5562EV674";"VT";"13"
"58 720";"B";"2021";"Métropole";"Accident grave non mortel";"MJT1272R5676";"VT";"12"
"58 721";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"16"
"58 722";"A";"2021";"Métropole";"Accident Léger";"M10FATVP001U442";"VT";"9"
"58 722";"B";"2021";"Métropole";"Accident Léger";"M10DACVP001T424";"VT";"1"
"58 723";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"20"
"58 724";"A";"2021";"Métropole";"Accident Léger";"MRE1011FP141";"VT";"14"
"58 725";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"0"
"58 725";"B";"2021";"Métropole";"Accident Léger";"M10DACVP000V815";"VT";"6"
"58 726";"A";"2021";"Autres OM";"Accident grave non mortel";"N/A";"VU";"7"
"58 727";"A";"2021";"Métropole";"Accident grave non mortel";"LJS1AN405385";"Moto lourde";"11"
"58 727";"B";"2021";"Métropole";"Accident grave non mortel";"MPC2901AX177";"VT";"20"
"58 728";"A";"2021";"Métropole";"Accident Léger";"MRE5522AS872";"VT";"12"
"58 728";"B";"2021";"Métropole";"Accident Léger";"MPE1202DU168";"VT";"20"
"58 728";"C";"2021";"Métropole";"Accident Léger";"N/A";"VT";"20"
"58 729";"A";"2021";"Métropole";"Accident Léger";"M10DACVP000Z819";"VT";"5"
"58 731";"A";"2021";"Métropole";"Accident Léger";"MPL5161FP597";"VT";"19"
"58 732";"A";"2021";"Métropole";"Accident Léger";"M10FRDVP000X093";"VT";"11"
"58 733";"A";"2021";"Métropole";"Accident grave non mortel";"LYM19N40V316";"Moto lourde";"12"
"58 734";"A";"2021";"Métropole";"Accident Léger";"MPE1111K9248";"VT";"13"
"58 735";"A";"2021";"DOM";"Accident mortel";"L3EKWAM1000Z298";"Moto lourde";"1"
"58 736";"A";"2021";"Métropole";"Accident Léger";"M10RENVP5220596";"VT";"3"
"58 736";"B";"2021";"Métropole";"Accident Léger";"MDD5002CT068";"VT";"11"
"58 737";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"18"
"58 738";"A";"2021";"Métropole";"Accident Léger";"M10RENVP572M410";"VT";"2"
"58 738";"B";"2021";"Métropole";"Accident Léger";"XL83B344243GC15";"VT";"35"
"58 738";"C";"2021";"Métropole";"Accident Léger";"M10JT0VP0303464";"VT";"0"
"58 739";"A";"2021";"Métropole";"Accident Léger";"M10CTRVP0669159";"VT";"1"
"58 739";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"11"
"58 739";"C";"2021";"Métropole";"Accident Léger";"N/A";"VT";"0"
"58 740";"A";"2021";"Métropole";"Accident Léger";"M10RENVP3344727";"VT";"7"
"58 740";"B";"2021";"Métropole";"Accident Léger";"M10NSSVP000H685";"VT";"9"
"58 740";"C";"2021";"Métropole";"Accident Léger";"WBAER91030KK087";"VT";"18"
"58 741";"A";"2021";"Métropole";"Accident Léger";"MPL1162FV455";"VT";"18"
"58 742";"A";"2021";"Métropole";"Accident Léger";"MJT3052RR315";"VT";"16"
"58 743";"A";"2021";"Métropole";"Accident Léger";"MRE1112EJ451";"VT";"16"
"58 744";"A";"2021";"Métropole";"Accident Léger";"MRE1111EL650";"VT";"16"
"58 744";"B";"2021";"Métropole";"Accident Léger";"M10RENVP473C086";"VT";"0"
"58 745";"A";"2021";"Métropole";"Accident Léger";"MPE5101KX322";"VT";"21"
"58 746";"A";"2021";"Métropole";"Accident Léger";"M10FATVP002Y930";"VT";"7"
"58 747";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"20"
"58 747";"B";"2021";"Métropole";"Accident Léger";"M10MCWVPD38H991";"VT";"1"
"58 748";"A";"2021";"Métropole";"Accident Léger";"LGG94570T642";"Moto lourde";"12"
"58 748";"B";"2021";"Métropole";"Accident Léger";"MFD52E25B233";"VT";"13"
"58 749";"A";"2021";"Métropole";"Accident Léger";"L3EYAMM2000U324";"Moto lourde";"7"
"58 749";"B";"2021";"Métropole";"Accident Léger";"MMB53T4Y3162";"VT";"15"
"58 750";"A";"2021";"Métropole";"Accident Léger";"LBEYAMM10004038";"Moto lourde";"10"
"58 751";"Z";"2021";"Métropole";"Accident grave non mortel";"N/A";"Indéterminable";"N/A"
"58 752";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"7"
"58 752";"B";"2021";"Métropole";"Accident Léger";"M10HMCVP000V289";"VT";"11"
"58 752";"C";"2021";"Métropole";"Accident Léger";"WVW53E6WZB03";"VT";"13"
"58 753";"A";"2021";"Métropole";"Accident Léger";"M10RENVP472E768";"VT";"4"
"58 753";"Z";"2021";"Métropole";"Accident Léger";"MRE5236AD066";"VT";"12"
"58 754";"A";"2021";"Métropole";"Accident mortel";"MPE1111R2367";"VT";"13"
"58 754";"B";"2021";"Métropole";"Accident mortel";"M10BMWVP0145077";"VT";"7"
"58 755";"A";"2021";"Métropole";"Accident Léger";"MDD1102BX003";"VT";"2"
"58 755";"B";"2021";"Métropole";"Accident Léger";"M10PGTVP000J416";"VT";"10"
"58 755";"C";"2021";"Métropole";"Accident Léger";"MPE5202K0410";"VT";"20"
"58 756";"A";"2021";"Métropole";"Accident Léger";"MMG1505EY103";"VT";"17"
"58 756";"B";"2021";"Métropole";"Accident Léger";"N/A";"Autres";"N/A"
"58 757";"A";"2021";"Métropole";"Accident Léger";"MLD6404DN264";"VT";"20"
"58 757";"B";"2021";"Métropole";"Accident Léger";"MSE5002G6373";"VT";"21"
"58 758";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP003A579";"VT";"9"
"58 758";"B";"2021";"Métropole";"Accident grave non mortel";"M10NSSVP0004647";"VT";"9"
"58 759";"A";"2021";"Métropole";"Accident grave non mortel";"MRE1131FY466";"VT";"11"
"58 760";"A";"2021";"Métropole";"Accident Léger";"MFT5102H9958";"VT";"19"
"58 760";"B";"2021";"Métropole";"Accident Léger";"MFD16D2SE467";"VT";"16"
"58 761";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP000R878";"VT";"10"
"58 762";"A";"2021";"Métropole";"Accident grave non mortel";"M10HNDVP000W640";"VT";"4"
"58 763";"A";"2021";"DOM";"Accident grave non mortel";"N/A";"Moto légère";"1"
"58 763";"B";"2021";"DOM";"Accident grave non mortel";"N/A";"VU";"15"
"58 764";"A";"2021";"Autres OM";"Accident grave non mortel";"lbmc25e00f40899";"Cyclo";"5"
"58 764";"B";"2021";"Autres OM";"Accident grave non mortel";"zapc25000090316";"Cyclo";"6"
"58 765";"A";"2021";"DOM";"Accident grave non mortel";"N/A";"Autres";"N/A"
"58 766";"A";"2021";"DOM";"Accident grave non mortel";"M10DACVP000X659";"VT";"7"
"58 766";"B";"2021";"DOM";"Accident grave non mortel";"MVW50G2CV121";"VT";"18"
"58 766";"C";"2021";"DOM";"Accident grave non mortel";"N10CTRCT004E600";"VU";"7"
"58 767";"A";"2021";"DOM";"Accident grave non mortel";"L3EHNDML000J633";"Moto légère";"4"
"58 767";"B";"2021";"DOM";"Accident grave non mortel";"M10RENVP168X825";"VT";"7"
"58 768";"A";"2021";"DOM";"Accident grave non mortel";"M10PGTVP049R192";"VT";"2"
"58 768";"B";"2021";"DOM";"Accident grave non mortel";"M10VWGVPT46F210";"VT";"1"
"58 769";"A";"2021";"Métropole";"Accident grave non mortel";"M10FATVP0226300";"VT";"6"
"58 769";"B";"2021";"Métropole";"Accident grave non mortel";"M10VWGVP291L470";"VT";"7"
"58 770";"A";"2021";"Métropole";"Accident Léger";"M10LNCVP0005161";"VT";"9"
"58 770";"B";"2021";"Métropole";"Accident Léger";"M10PGTVP000Z371";"VT";"10"
"58 771";"A";"2021";"Métropole";"Accident grave non mortel";"MPE3302K0697";"VT";"16"
"58 771";"B";"2021";"Métropole";"Accident grave non mortel";"M10HMCVP002P863";"VT";"0"
"58 772";"A";"2021";"DOM";"Accident grave non mortel";"M10K1AVP001G512";"VT";"7"
"58 773";"A";"2021";"Métropole";"Accident mortel";"L3EHDAM2000T507";"Moto lourde";"0"
"58 775";"A";"2021";"Métropole";"Accident mortel";"MHY6301F9966";"VT";"20"
"58 776";"A";"2021";"Métropole";"Accident Léger";"M10PGTVP0996764";"VT";"0"
"58 776";"B";"2021";"Métropole";"Accident Léger";"M10VWGVP011Z146";"VT";"9"
"58 776";"C";"2021";"Métropole";"Accident Léger";"M10VWGVPT69Y260";"VT";"1"
"58 777";"A";"2021";"Métropole";"Accident mortel";"N/A";"VT";"26"
"58 778";"A";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP037R229";"VT";"4"
"58 778";"B";"2021";"Métropole";"Accident grave non mortel";"MBM1444NL590";"VT";"13"
"58 779";"A";"2021";"Métropole";"Accident mortel";"M10CTRVP000W395";"VT";"10"
"58 780";"A";"2021";"Métropole";"Accident grave non mortel";"MRV5302CR450";"VT";"21"
"58 781";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP377A532";"VT";"5"
"58 782";"A";"2021";"Métropole";"Accident grave non mortel";"MJT6562BJ564";"VT";"14"
"58 782";"B";"2021";"Métropole";"Accident grave non mortel";"M10RENVPA396596";"VT";"1"
"58 783";"A";"2021";"Métropole";"Accident grave non mortel";"MRE5002EK998";"VT";"18"
"58 783";"B";"2021";"Métropole";"Accident grave non mortel";"L1ESHECL0001086";"Cyclo";"1"
"58 784";"A";"2021";"Métropole";"Accident mortel";"MAU5402FM916";"VT";"22"
"58 785";"A";"2021";"Métropole";"Accident grave non mortel";"L1ESKCCL000N132";"Cyclo";"0"
"58 786";"A";"2021";"Métropole";"Accident Léger";"L5EPGGTM0000860";"Moto lourde";"2"
"58 786";"B";"2021";"Métropole";"Accident Léger";"M10BMWVP0227168";"VT";"6"
"58 787";"A";"2021";"Métropole";"Accident grave non mortel";"MRE1422EL556";"VT";"13"
"58 788";"A";"2021";"Métropole";"Accident Léger";"M10CTRVP000P557";"VT";"9"
"58 789";"A";"2021";"Métropole";"Accident Léger";"M10SETVP000F871";"VT";"9"
"58 789";"B";"2021";"Métropole";"Accident Léger";"MPE5212TN326";"VT";"13"
"58 789";"C";"2021";"Métropole";"Accident Léger";"N/A";"VT";"11"
"58 789";"D";"2021";"Métropole";"Accident Léger";"M10K1AVP0023595";"VT";"4"
"58 789";"E";"2021";"Métropole";"Accident Léger";"M10RENVPA670043";"VT";"0"
"58 790";"A";"2021";"DOM";"Accident grave non mortel";"M10SETVP006M351";"VT";"3"
"58 790";"B";"2021";"DOM";"Accident grave non mortel";"L3EHNDM2000U592";"Moto lourde";"3"
"58 791";"A";"2021";"DOM";"Accident Léger";"M10VWGVP000W578";"VT";"10"
"58 792";"A";"2021";"Métropole";"Accident Léger";"MRE5112EU124";"VT";"18"
"58 793";"A";"2021";"Métropole";"Accident mortel";"MC35602HP883";"VT";"14"
"58 794";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"24"
"58 795";"A";"2021";"DOM";"Accident mortel";"N/A";"Cyclo";"9"
"58 795";"B";"2021";"DOM";"Accident mortel";"N/A";"Moto légère";"N/A"
"58 796";"A";"2021";"Métropole";"Accident Léger";"MPL53B6R3325";"VT";"15"
"58 796";"B";"2021";"Métropole";"Accident Léger";"N/A";"Moto lourde";"3"
"58 797";"A";"2021";"Métropole";"Accident Léger";"N/A";"Moto légère";"5"
"58 797";"B";"2021";"Métropole";"Accident Léger";"MRE1302EB777";"VT";"20"
"58 798";"A";"2021";"Métropole";"Accident Léger";"M10DACVP000Z819";"VT";"6"
"58 799";"A";"2021";"Métropole";"Accident Léger";"MMN1201AM029";"VT";"18"
"58 799";"B";"2021";"Métropole";"Accident Léger";"PRC3CUJZ6T4NARR";"PL";"1"
"58 800";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"21"
"58 801";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"5"
"58 801";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"9"
"58 801";"C";"2021";"Métropole";"Accident Léger";"N/A";"VT";"1"
"58 801";"D";"2021";"Métropole";"Accident Léger";"N/A";"VT";"13"
"58 802";"A";"2021";"Métropole";"Accident Léger";"N10RENCT5001846";"VU";"3"
"58 802";"B";"2021";"Métropole";"Accident Léger";"M10VWGVP001R280";"VT";"10"
"58 803";"A";"2021";"Métropole";"Accident Léger";"MAL5601K9501";"VT";"15"
"58 803";"B";"2021";"Métropole";"Accident Léger";"MRE1001EL043";"VT";"20"
"58 804";"A";"2021";"Métropole";"Accident Léger";"MRE5216AN915";"VT";"14"
"58 805";"A";"2021";"Métropole";"Accident Léger";"N/A";"Autres";"7"
"58 806";"Z";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"58 807";"A";"2021";"Métropole";"Accident Léger";"MVW10D1R8904";"VT";"18"
"58 807";"B";"2021";"Métropole";"Accident Léger";"MPL5572MB095";"VT";"18"
"58 808";"A";"2021";"Métropole";"Accident grave non mortel";"LPB22E209184";"Moto légère";"16"
"58 809";"A";"2021";"Métropole";"Accident Léger";"N10CTRCT0293212";"VU";"5"
"58 809";"B";"2021";"Métropole";"Accident Léger";"MFD55F2SP472";"VT";"13"
"58 810";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"3"
"58 810";"B";"2021";"Métropole";"Accident Léger";"MRE7236S2225";"VT";"11"
"58 811";"Z";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"58 812";"A";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP0822461";"VT";"0"
"58 812";"B";"2021";"Métropole";"Accident grave non mortel";"LGG91C10G651";"Cyclo";"7"
"58 814";"A";"2021";"Métropole";"Accident Léger";"M10RENVP574T318";"VT";"2"
"58 814";"B";"2021";"Métropole";"Accident Léger";"L1EPGTCL071L836";"Cyclo";"1"
"58 815";"B";"2021";"Métropole";"Accident Léger";"M10PGTVP048L891";"VT";"4"
"58 816";"A";"2021";"Métropole";"Accident Léger";"M10FATVP0013742";"VT";"9"
"58 816";"B";"2021";"Métropole";"Accident Léger";"L3EHNDM2000T239";"Moto lourde";"6"
"58 817";"A";"2021";"Métropole";"Accident Léger";"MPE1102KJ221";"VT";"20"
"58 817";"B";"2021";"Métropole";"Accident Léger";"L1EVASCL000D440";"Cyclo";"0"
"58 818";"A";"2021";"Métropole";"Accident Léger";"N10RENCT562Y465";"VU";"1"
"58 819";"A";"2021";"Métropole";"Accident Léger";"M10AUDVP008W984";"VT";"6"
"58 820";"A";"2021";"Métropole";"Accident Léger";"L10RENVP0173134";"VT";"8"
"58 820";"B";"2021";"Métropole";"Accident Léger";"MPE5012K4106";"VT";"16"
"58 820";"C";"2021";"Métropole";"Accident Léger";"M10NSSVP026B082";"VT";"5"
"58 820";"D";"2021";"Métropole";"Accident Léger";"MJT9081XK901";"VT";"11"
"58 820";"E";"2021";"Métropole";"Accident Léger";"MPE5316V9583";"VT";"12"
"58 821";"A";"2021";"Métropole";"Accident Léger";"L1ESYMCL000F161";"Cyclo";"8"
"58 821";"Z";"2021";"Métropole";"Accident Léger";"N/A";"VT";"N/A"
"58 822";"A";"2021";"Métropole";"Accident Léger";"MRE5002EK998";"VT";"17"
"58 822";"B";"2021";"Métropole";"Accident Léger";"M10CTRVP004R615";"VT";"8"
"58 822";"C";"2021";"Métropole";"Accident Léger";"N10PGTCT037S130";"VU";"4"
"58 823";"A";"2021";"Métropole";"Accident Léger";"MPE1002BN571";"VT";"18"
"58 824";"A";"2021";"Métropole";"Accident Léger";"L3EMBKML000R059";"Moto légère";"5"
"58 824";"B";"2021";"Métropole";"Accident Léger";"N/A";"Autres";"0"
"58 825";"A";"2021";"Métropole";"Accident Léger";"L1EPGGCL0009351";"Cyclo";"3"
"58 825";"B";"2021";"Métropole";"Accident Léger";"MCT5113C7019";"VT";"14"
"58 826";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"0"
"58 826";"B";"2021";"Métropole";"Accident Léger";"L3EYAMML000K974";"Moto légère";"0"
"58 827";"A";"2021";"Métropole";"Accident Léger";" M10RENVP522E61";"VT";"2"
"58 827";"B";"2021";"Métropole";"Accident Léger";"M10HMCVP000R963";"VT";"6"
"58 828";"A";"2021";"Métropole";"Accident mortel";"N10RENCT500J924";"VU";"3"
"58 829";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"2"
"58 829";"B";"2021";"Métropole";"Accident Léger";"N/A";"Cyclo";"0"
"58 830";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP0007834";"VT";"10"
"58 831";"A";"2021";"Métropole";"Accident Léger";"MFD55E4SP045";"VT";"15"
"58 831";"B";"2021";"Métropole";"Accident Léger";"M10RENVPA28X176";"VT";"1"
"58 831";"C";"2021";"Métropole";"Accident Léger";"MVW53H61TJ89";"VT";"13"
"58 832";"A";"2021";"Métropole";"Accident Léger";"LKW18L40U009";"Moto lourde";"20"
"58 832";"B";"2021";"Métropole";"Accident Léger";"M10PELVP112A305";"VT";"7"
"58 832";"C";"2021";"Métropole";"Accident Léger";"M10PELVP046D798";"VT";"8"
"58 833";"A";"2021";"Métropole";"Accident Léger";"M10HMCVP000V289";"VT";"10"
"58 834";"A";"2021";"Métropole";"Accident grave non mortel";"MRE5306A6792";"VT";"19"
"58 835";"B";"2021";"Métropole";"Accident Léger";"M10BMWVP059E526";"VT";"2"
"58 836";"A";"2021";"Métropole";"Accident Léger";"MVW53C2K3934";"VT";"17"
"58 836";"B";"2021";"Métropole";"Accident Léger";"M10RENVP003L845";"VT";"9"
"58 837";"A";"2021";"Métropole";"Accident Léger";"MCT1202SP899";"VT";"15"
"58 837";"B";"2021";"Métropole";"Accident Léger";"M10PGTVP011R704";"VT";"6"
"58 838";"A";"2021";"Métropole";"Accident Léger";"MCT5002PH841";"VT";"16"
"58 839";"A";"2021";"Métropole";"Accident Léger";"M10FRDVP270R762";"VT";"2"
"58 839";"B";"2021";"Métropole";"Accident Léger";"M10CTRVP0694794";"VT";"2"
"58 839";"C";"2021";"Métropole";"Accident Léger";"M10VWGVP000C583";"VT";"9"
"58 840";"A";"2021";"Métropole";"Accident grave non mortel";"MJH1302N0357";"VT";"16"
"58 841";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP000V143";"VT";"11"
"58 841";"B";"2021";"Métropole";"Accident grave non mortel";"M10BMWVP005T038";"VT";"8"
"58 842";"A";"2021";"Métropole";"Accident grave non mortel";"L1EPGTCL009R020";"Cyclo";"3"
"58 842";"B";"2021";"Métropole";"Accident grave non mortel";"MBM5444NK261";"VT";"14"
"58 843";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"13"
"58 843";"B";"2021";"Métropole";"Accident Léger";"MVW53K4W0A21";"VT";"11"
"58 844";"A";"2021";"Métropole";"Accident Léger";"MCT5201SN887";"VT";"13"
"58 845";"A";"2021";"Métropole";"Accident Léger";"M10JT0VP016V046";"VT";"3"
"58 846";"A";"2021";"DOM";"Accident Léger";"MJT3562EL695";"VT";"11"
"58 846";"B";"2021";"DOM";"Accident Léger";"M10VWGVPR81V908";"VT";"2"
"58 847";"A";"2021";"Métropole";"Accident Léger";"MAL5602EZ470";"VT";"17"
"58 847";"B";"2021";"Métropole";"Accident Léger";"L1EPGTCL0014235";"Cyclo";"8"
"58 848";"A";"2021";"DOM";"Accident Léger";"L1ESYMCL000N266";"Cyclo";"3"
"58 848";"B";"2021";"DOM";"Accident Léger";"MJD2304FE182";"VT";"11"
"58 849";"A";"2021";"DOM";"Accident Léger";"MRE1312E0061";"VT";"17"
"58 849";"B";"2021";"DOM";"Accident Léger";"M10FRDVP1057641";"VT";"5"
"58 849";"C";"2021";"DOM";"Accident Léger";"MJT5451ET649";"VT";"15"
"58 850";"A";"2021";"DOM";"Accident Léger";"N/A";"VT";"N/A"
"58 850";"B";"2021";"DOM";"Accident Léger";"L3EHNDML001F011";"Moto légère";"0"
"58 851";"A";"2021";"Métropole";"Accident Léger";"WAUZZZ8X1HB0353";"VT";"3"
"58 851";"B";"2021";"Métropole";"Accident Léger";"MFT5112H0851";"VT";"14"
"58 852";"A";"2021";"DOM";"Accident Léger";"L1EPGTCL0127324";"Cyclo";"3"
"58 852";"B";"2021";"DOM";"Accident Léger";"L3EPGGML000B234";"Moto légère";"4"
"58 853";"A";"2021";"Autres OM";"Accident Léger";"M10NSSVP040E071";"VT";"0"
"58 853";"B";"2021";"Autres OM";"Accident Léger";"MRE1011PF141";"VT";"14"
"58 854";"A";"2021";"Métropole";"Accident Léger";"JKAER650AAA0477";"Moto lourde";"12"
"58 855";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"12"
"58 855";"B";"2021";"Métropole";"Accident Léger";"M10MCDVPFZ8V796";"VT";"6"
"58 856";"A";"2021";"Métropole";"Accident Léger";"MRE1002EH037";"VT";"22"
"58 857";"A";"2021";"Métropole";"Accident Léger";"M10RENVP522W592";"VT";"2"
"58 857";"B";"2021";"Métropole";"Accident Léger";"MRE1206AR544";"VT";"21"
"58 858";"A";"2021";"Métropole";"Accident grave non mortel";"LYM21C10L100";"Cyclo";"14"
"58 858";"Z";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"N/A"
"58 859";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"16"
"58 859";"B";"2021";"Métropole";"Accident Léger";"M10PELVP044B895";"VT";"8"
"58 859";"C";"2021";"Métropole";"Accident Léger";"MJT1372W5431";"VT";"13"
"58 860";"A";"2021";"Métropole";"Accident Léger";"M10PGTVP006C184";"VT";"6"
"58 860";"B";"2021";"Métropole";"Accident Léger";"M10NSSVP0026708";"VT";"8"
"58 861";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"16"
"58 861";"B";"2021";"Métropole";"Accident Léger";"N/A";"VT";"17"
"58 862";"A";"2021";"Métropole";"Accident Léger";"M10RENVP316T795";"VT";"7"
"58 862";"B";"2021";"Métropole";"Accident Léger";"VF32AKFWF441900";"VT";"16"
"58 863";"A";"2021";"Métropole";"Accident grave non mortel";"LSC13G90T145";"Autres";"14"
"58 864";"A";"2021";"Métropole";"Accident Léger";"M10RENVPA698570";"VT";"0"
"58 865";"A";"2021";"Métropole";"Accident grave non mortel";"M10RENVP001D900";"VT";"9"
"58 865";"B";"2021";"Métropole";"Accident grave non mortel";"M10DACVP001J220";"VT";"3"
"58 866";"A";"2021";"Métropole";"Accident grave non mortel";"M10CTRVP001U234";"VT";"8"
"58 866";"B";"2021";"Métropole";"Accident grave non mortel";"N/A";"Cyclo";"N/A"
"58 867";"A";"2021";"Métropole";"Accident Léger";"L1EPGGCL0010111";"Cyclo";"0"
"58 867";"B";"2021";"Métropole";"Accident Léger";"M10RENVP449S866";"VT";"5"
"58 868";"A";"2021";"Autres OM";"Accident Léger";"N/A";"VT";"1"
"58 869";"A";"2021";"Autres OM";"Accident mortel";"N/A";"VU";"13"
"58 870";"A";"2021";"Autres OM";"Accident grave non mortel";"MPE000AJH314";"VT";"22"
"58 871";"A";"2021";"Métropole";"Accident Léger";"M10PELVP077W179";"VT";"8"
"58 871";"B";"2021";"Métropole";"Accident Léger";"M10RENVPA66P905";"VT";"0"
"58 872";"A";"2021";"Métropole";"Accident Léger";"N10RENCT0034825";"VU";"10"
"58 872";"B";"2021";"Métropole";"Accident Léger";"M10FRDVP0134112";"VT";"8"
"58 873";"A";"2021";"Métropole";"Accident grave non mortel";"M10JT0VP030D438";"VT";"0"
"58 873";"B";"2021";"Métropole";"Accident grave non mortel";"WBS4Y91030FJ798";"VT";"0"
"58 874";"A";"2021";"Métropole";"Accident grave non mortel";"VF1FC07BF333778";"VT";"15"
"58 874";"B";"2021";"Métropole";"Accident grave non mortel";"MRE5221ED389";"VT";"13"
"58 875";"A";"2021";"Métropole";"Accident Léger";"M10PGTVP0778400";"VT";"1"
"58 875";"B";"2021";"Métropole";"Accident Léger";"MCT5306LN849";"VT";"16"
"58 875";"C";"2021";"Métropole";"Accident Léger";"M10FRDVP157N483";"VT";"4"
"58 875";"D";"2021";"Métropole";"Accident Léger";"M10VWGVPT455467";"VT";"2"
"58 875";"E";"2021";"Métropole";"Accident Léger";"M10PGTVP004J969";"VT";"7"
"58 876";"A";"2021";"Métropole";"Accident grave non mortel";"MAL5402JL629";"VT";"15"
"58 877";"A";"2021";"Métropole";"Accident Léger";"M10RENVP603R735";"VT";"2"
"58 878";"A";"2021";"Métropole";"Accident grave non mortel";"M10NSSVP0012353";"VT";"8"
"58 879";"A";"2021";"Métropole";"Accident grave non mortel";"MCT5002P4925";"VT";"15"
"58 880";"A";"2021";"Métropole";"Accident mortel";"L1ESHECL0000049";"Cyclo";"4"
"58 880";"B";"2021";"Métropole";"Accident mortel";"MPE000AAP003";"VT";"24"
"58 881";"A";"2021";"Métropole";"Accident grave non mortel";"MRE6306A7887";"VT";"19"
"58 882";"A";"2021";"Métropole";"Accident grave non mortel";"N/A";"VT";"28"
"58 882";"B";"2021";"Métropole";"Accident grave non mortel";"MPE5316MJ189";"VT";"13"
"58 883";"A";"2021";"Métropole";"Accident grave non mortel";"MRE5212ED970";"VT";"14"
"58 884";"A";"2021";"Métropole";"Accident grave non mortel";"MRE5312EP971";"VT";"14"
"58 885";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"13"
"58 885";"B";"2021";"Métropole";"Accident Léger";"N10FRDCT283K484";"VU";"2"
"58 885";"C";"2021";"Métropole";"Accident Léger";"MRE5016SB747";"VT";"15"
"58 886";"A";"2021";"Métropole";"Accident grave non mortel";"MPE1302K2644";"VT";"19"
"58 886";"B";"2021";"Métropole";"Accident grave non mortel";"M10PGTVP047N093";"VT";"3"
"58 887";"A";"2021";"Métropole";"Accident mortel";"MCT1202G2112";"VT";"21"
"58 888";"A";"2021";"Métropole";"Accident Léger";"L1EPGTCL009U023";"Cyclo";"6"
"58 888";"B";"2021";"Métropole";"Accident Léger";"MVW5462K5492";"VT";"21"
"58 889";"A";"2021";"Métropole";"Accident Léger";"MJN6514NL756";"VT";"16"
"58 890";"A";"2021";"Métropole";"Accident Léger";"MRE1131FT849";"VT";"11"
"58 891";"A";"2021";"Métropole";"Accident Léger";"MFT5322JL267";"VT";"10"
"58 891";"B";"2021";"Métropole";"Accident Léger";"L3EYAMML0002252";"Moto légère";"9"
"58 892";"A";"2021";"Métropole";"Accident Léger";"N/A";"VT";"11"
"58 894";"A";"2021";"Métropole";"Accident Léger";"N/A";"Moto légère";"6"
"58 895";"A";"2021";"Métropole";"Accident grave non mortel";"M10SUZVP001P070";"VT";"2"
"58 895";"B";"2021";"Métropole";"Accident grave non mortel";"LJH12E20H030";"Moto légère";"8"
"58 896";"A";"2021";"Métropole";"Accident Léger";"MRE1311AD238";"VT";"18"
"58 896";"B";"2021";"Métropole";"Accident Léger";"MPE5012TG630";"VT";"12"
"58 897";"A";"2021";"Métropole";"Accident Léger";"L1EPGTCL071L836";"Cyclo";"0"
"58 897";"B";"2021";"Métropole";"Accident Léger";"LYM22E20X179";"Moto légère";"14"
"58 898";"A";"2021";"Métropole";"Accident Léger";"L1EPGGCL000M619";"Cyclo";"3"
"58 898";"B";"2021";"Métropole";"Accident Léger";"VF1BR1H06374183";"VT";"13"
"58 899";"A";"2021";"Métropole";"Accident Léger";"N/A";"Moto légère";"22"
"58 899";"B";"2021";"Métropole";"Accident Léger";"M10RENVP513D266";"VT";"4"
"58 901";"A";"2021";"Métropole";"Accident Léger";"L7EADL4M000V165";"Autres";"4"
"58 902";"A";"2021";"Métropole";"Accident mortel";"LKW14K301023";"Moto lourde";"24"
"58 902";"B";"2021";"Métropole";"Accident mortel";"N/A";"VT";"13"
